Country,Requests,Dates
IN,662595000,2018-08-01 00:00:00
CA,326463000,2018-08-01 00:00:00
AU,226534000,2018-08-01 00:00:00
DE,187544000,2018-08-01 00:00:00
IR,178202000,2018-08-01 00:00:00
PK,135836000,2018-08-01 00:00:00
PH,113296000,2018-08-01 00:00:00
NL,104653000,2018-08-01 00:00:00
CN,102500000,2018-08-01 00:00:00
FR,77609000,2018-08-01 00:00:00
ID,68177000,2018-08-01 00:00:00
MY,59285000,2018-08-01 00:00:00
RU,55913000,2018-08-01 00:00:00
SG,54553000,2018-08-01 00:00:00
IT,54398000,2018-08-01 00:00:00
SE,52048000,2018-08-01 00:00:00
IE,50136000,2018-08-01 00:00:00
BR,46980000,2018-08-01 00:00:00
ZA,45083000,2018-08-01 00:00:00
ES,44079000,2018-08-01 00:00:00
JP,42442000,2018-08-01 00:00:00
NZ,39186000,2018-08-01 00:00:00
PL,38929000,2018-08-01 00:00:00
UA,35182000,2018-08-01 00:00:00
NG,32713000,2018-08-01 00:00:00
MX,32490000,2018-08-01 00:00:00
GR,29712000,2018-08-01 00:00:00
FI,29278000,2018-08-01 00:00:00
BG,28088000,2018-08-01 00:00:00
DK,27275000,2018-08-01 00:00:00
NO,27256000,2018-08-01 00:00:00
BE,27243000,2018-08-01 00:00:00
HK,27197000,2018-08-01 00:00:00
AE,26436000,2018-08-01 00:00:00
TH,26114000,2018-08-01 00:00:00
RO,25631000,2018-08-01 00:00:00
KR,24213000,2018-08-01 00:00:00
IL,23817000,2018-08-01 00:00:00
CH,21941000,2018-08-01 00:00:00
BD,21724000,2018-08-01 00:00:00
AR,21347000,2018-08-01 00:00:00
--,20846000,2018-08-01 00:00:00
TW,20077000,2018-08-01 00:00:00
VN,18298000,2018-08-01 00:00:00
PT,17440000,2018-08-01 00:00:00
RS,17351000,2018-08-01 00:00:00
CZ,16630000,2018-08-01 00:00:00
HR,16603000,2018-08-01 00:00:00
HU,16565000,2018-08-01 00:00:00
AT,16072000,2018-08-01 00:00:00
SA,15689000,2018-08-01 00:00:00
EG,13227000,2018-08-01 00:00:00
KE,12607000,2018-08-01 00:00:00
LK,11201000,2018-08-01 00:00:00
SK,10951000,2018-08-01 00:00:00
AF,10136000,2018-08-01 00:00:00
CO,9521000,2018-08-01 00:00:00
NP,9209000,2018-08-01 00:00:00
CL,9019000,2018-08-01 00:00:00
SI,8011000,2018-08-01 00:00:00
IS,7710000,2018-08-01 00:00:00
LT,7163000,2018-08-01 00:00:00
EE,6845000,2018-08-01 00:00:00
GH,6670000,2018-08-01 00:00:00
PE,6603000,2018-08-01 00:00:00
MA,6064000,2018-08-01 00:00:00
BA,5429000,2018-08-01 00:00:00
QA,5392000,2018-08-01 00:00:00
AL,5265000,2018-08-01 00:00:00
KW,5119000,2018-08-01 00:00:00
LB,4877000,2018-08-01 00:00:00
PR,4796000,2018-08-01 00:00:00
MK,4700000,2018-08-01 00:00:00
MM,4678000,2018-08-01 00:00:00
LV,4491000,2018-08-01 00:00:00
GE,4416000,2018-08-01 00:00:00
ET,4138000,2018-08-01 00:00:00
TZ,4023000,2018-08-01 00:00:00
VE,3779000,2018-08-01 00:00:00
IQ,3732000,2018-08-01 00:00:00
AZ,3699000,2018-08-01 00:00:00
CY,3527000,2018-08-01 00:00:00
TT,3326000,2018-08-01 00:00:00
CR,3286000,2018-08-01 00:00:00
DZ,3276000,2018-08-01 00:00:00
JM,3198000,2018-08-01 00:00:00
MT,3155000,2018-08-01 00:00:00
JO,3146000,2018-08-01 00:00:00
BY,3089000,2018-08-01 00:00:00
KH,3064000,2018-08-01 00:00:00
OM,2950000,2018-08-01 00:00:00
DO,2934000,2018-08-01 00:00:00
UG,2800000,2018-08-01 00:00:00
EC,2767000,2018-08-01 00:00:00
MU,2759000,2018-08-01 00:00:00
BH,2717000,2018-08-01 00:00:00
ZM,2680000,2018-08-01 00:00:00
LU,2429000,2018-08-01 00:00:00
KZ,2413000,2018-08-01 00:00:00
PA,2273000,2018-08-01 00:00:00
TN,2252000,2018-08-01 00:00:00
TR,2190000,2018-08-01 00:00:00
ZW,2172000,2018-08-01 00:00:00
UY,1904000,2018-08-01 00:00:00
BN,1860000,2018-08-01 00:00:00
AM,1793000,2018-08-01 00:00:00
ME,1764000,2018-08-01 00:00:00
GT,1737000,2018-08-01 00:00:00
MN,1587000,2018-08-01 00:00:00
MD,1486000,2018-08-01 00:00:00
BO,1404000,2018-08-01 00:00:00
HN,1289000,2018-08-01 00:00:00
SD,1231000,2018-08-01 00:00:00
SV,1153000,2018-08-01 00:00:00
CM,1113000,2018-08-01 00:00:00
MV,1096000,2018-08-01 00:00:00
BW,1059000,2018-08-01 00:00:00
BS,1058000,2018-08-01 00:00:00
NA,1045000,2018-08-01 00:00:00
RW,1008000,2018-08-01 00:00:00
TM,997000,2018-08-01 00:00:00
SO,978000,2018-08-01 00:00:00
FJ,962000,2018-08-01 00:00:00
UZ,935000,2018-08-01 00:00:00
JE,930000,2018-08-01 00:00:00
BB,924000,2018-08-01 00:00:00
IM,889000,2018-08-01 00:00:00
PY,884000,2018-08-01 00:00:00
SY,869000,2018-08-01 00:00:00
GU,794000,2018-08-01 00:00:00
PS,785000,2018-08-01 00:00:00
GY,769000,2018-08-01 00:00:00
MO,737000,2018-08-01 00:00:00
PG,735000,2018-08-01 00:00:00
MZ,603000,2018-08-01 00:00:00
LY,597000,2018-08-01 00:00:00
BT,594000,2018-08-01 00:00:00
CD,590000,2018-08-01 00:00:00
CI,589000,2018-08-01 00:00:00
NI,588000,2018-08-01 00:00:00
MW,585000,2018-08-01 00:00:00
GG,575000,2018-08-01 00:00:00
AO,553000,2018-08-01 00:00:00
KG,522000,2018-08-01 00:00:00
BM,513000,2018-08-01 00:00:00
SL,494000,2018-08-01 00:00:00
SR,490000,2018-08-01 00:00:00
LR,483000,2018-08-01 00:00:00
LA,463000,2018-08-01 00:00:00
SN,443000,2018-08-01 00:00:00
BZ,436000,2018-08-01 00:00:00
MG,426000,2018-08-01 00:00:00
AW,400000,2018-08-01 00:00:00
YE,397000,2018-08-01 00:00:00
KY,368000,2018-08-01 00:00:00
CU,367000,2018-08-01 00:00:00
HT,356000,2018-08-01 00:00:00
CW,355000,2018-08-01 00:00:00
RE,355000,2018-08-01 00:00:00
LC,336000,2018-08-01 00:00:00
LS,330000,2018-08-01 00:00:00
DJ,320000,2018-08-01 00:00:00
FO,318000,2018-08-01 00:00:00
GI,305000,2018-08-01 00:00:00
AG,304000,2018-08-01 00:00:00
SC,295000,2018-08-01 00:00:00
SZ,255000,2018-08-01 00:00:00
BJ,234000,2018-08-01 00:00:00
VI,227000,2018-08-01 00:00:00
GM,214000,2018-08-01 00:00:00
TJ,196000,2018-08-01 00:00:00
GD,189000,2018-08-01 00:00:00
VC,172000,2018-08-01 00:00:00
BI,166000,2018-08-01 00:00:00
GN,158000,2018-08-01 00:00:00
BF,152000,2018-08-01 00:00:00
MQ,149000,2018-08-01 00:00:00
TG,146000,2018-08-01 00:00:00
SX,141000,2018-08-01 00:00:00
GP,136000,2018-08-01 00:00:00
ML,130000,2018-08-01 00:00:00
AX,129000,2018-08-01 00:00:00
MC,129000,2018-08-01 00:00:00
SS,127000,2018-08-01 00:00:00
KN,127000,2018-08-01 00:00:00
TC,125000,2018-08-01 00:00:00
SB,109000,2018-08-01 00:00:00
PF,108000,2018-08-01 00:00:00
NC,98000,2018-08-01 00:00:00
DM,98000,2018-08-01 00:00:00
CV,96000,2018-08-01 00:00:00
GA,86000,2018-08-01 00:00:00
TL,85000,2018-08-01 00:00:00
AD,84000,2018-08-01 00:00:00
MR,83000,2018-08-01 00:00:00
NE,82000,2018-08-01 00:00:00
GL,81000,2018-08-01 00:00:00
GF,68000,2018-08-01 00:00:00
VU,66000,2018-08-01 00:00:00
LI,66000,2018-08-01 00:00:00
WS,65000,2018-08-01 00:00:00
BQ,63000,2018-08-01 00:00:00
XK,56000,2018-08-01 00:00:00
MP,46000,2018-08-01 00:00:00
CG,44000,2018-08-01 00:00:00
AS,44000,2018-08-01 00:00:00
TO,43000,2018-08-01 00:00:00
CK,37000,2018-08-01 00:00:00
AI,36000,2018-08-01 00:00:00
FM,34000,2018-08-01 00:00:00
PW,32000,2018-08-01 00:00:00
VG,32000,2018-08-01 00:00:00
MH,24000,2018-08-01 00:00:00
TD,24000,2018-08-01 00:00:00
KI,23000,2018-08-01 00:00:00
GQ,20000,2018-08-01 00:00:00
MF,17000,2018-08-01 00:00:00
SM,16000,2018-08-01 00:00:00
GW,15000,2018-08-01 00:00:00
YT,15000,2018-08-01 00:00:00
KM,14000,2018-08-01 00:00:00
ER,13000,2018-08-01 00:00:00
FK,10000,2018-08-01 00:00:00
ST,10000,2018-08-01 00:00:00
IO,9000,2018-08-01 00:00:00
MS,9000,2018-08-01 00:00:00
BL,9000,2018-08-01 00:00:00
CF,9000,2018-08-01 00:00:00
VA,8000,2018-08-01 00:00:00
PM,7000,2018-08-01 00:00:00
SH,6000,2018-08-01 00:00:00
NF,5000,2018-08-01 00:00:00
NR,5000,2018-08-01 00:00:00
NU,4000,2018-08-01 00:00:00
KP,4000,2018-08-01 00:00:00
CX,4000,2018-08-01 00:00:00
TV,2000,2018-08-01 00:00:00
CC,2000,2018-08-01 00:00:00
WF,2000,2018-08-01 00:00:00
UM,1000,2018-08-01 00:00:00
TK,1000,2018-08-01 00:00:00
HM,1000,2018-08-01 00:00:00
AQ,1000,2018-08-01 00:00:00
EH,1000,2018-08-01 00:00:00
US,2947008000,2018-09-01 00:00:00
GB,707504000,2018-09-01 00:00:00
IN,634104000,2018-09-01 00:00:00
CA,327798000,2018-09-01 00:00:00
AU,211786000,2018-09-01 00:00:00
IR,179035000,2018-09-01 00:00:00
DE,169705000,2018-09-01 00:00:00
PK,159677000,2018-09-01 00:00:00
NL,154836000,2018-09-01 00:00:00
CN,131791000,2018-09-01 00:00:00
PH,106676000,2018-09-01 00:00:00
FR,84241000,2018-09-01 00:00:00
RU,74409000,2018-09-01 00:00:00
ID,65893000,2018-09-01 00:00:00
MY,57226000,2018-09-01 00:00:00
IT,54019000,2018-09-01 00:00:00
SG,53968000,2018-09-01 00:00:00
SE,50730000,2018-09-01 00:00:00
IE,50275000,2018-09-01 00:00:00
ES,44578000,2018-09-01 00:00:00
BR,44177000,2018-09-01 00:00:00
ZA,42263000,2018-09-01 00:00:00
JP,39389000,2018-09-01 00:00:00
PL,37419000,2018-09-01 00:00:00
NZ,37108000,2018-09-01 00:00:00
MX,32560000,2018-09-01 00:00:00
NG,31965000,2018-09-01 00:00:00
UA,31337000,2018-09-01 00:00:00
FI,29102000,2018-09-01 00:00:00
GR,27951000,2018-09-01 00:00:00
DK,27502000,2018-09-01 00:00:00
NO,27032000,2018-09-01 00:00:00
AE,26948000,2018-09-01 00:00:00
HK,26864000,2018-09-01 00:00:00
KR,24549000,2018-09-01 00:00:00
RO,24293000,2018-09-01 00:00:00
TH,24028000,2018-09-01 00:00:00
IL,22881000,2018-09-01 00:00:00
--,22692000,2018-09-01 00:00:00
BE,22636000,2018-09-01 00:00:00
BD,22285000,2018-09-01 00:00:00
CH,22216000,2018-09-01 00:00:00
TW,19905000,2018-09-01 00:00:00
VN,18712000,2018-09-01 00:00:00
AR,18329000,2018-09-01 00:00:00
PT,16898000,2018-09-01 00:00:00
RS,16513000,2018-09-01 00:00:00
SA,16489000,2018-09-01 00:00:00
CZ,16333000,2018-09-01 00:00:00
HU,16123000,2018-09-01 00:00:00
AT,15618000,2018-09-01 00:00:00
BG,15494000,2018-09-01 00:00:00
HR,15046000,2018-09-01 00:00:00
EG,13426000,2018-09-01 00:00:00
AF,11916000,2018-09-01 00:00:00
KE,11874000,2018-09-01 00:00:00
LK,10724000,2018-09-01 00:00:00
CO,9269000,2018-09-01 00:00:00
CL,8524000,2018-09-01 00:00:00
NP,8293000,2018-09-01 00:00:00
SK,7939000,2018-09-01 00:00:00
SI,7552000,2018-09-01 00:00:00
GH,7113000,2018-09-01 00:00:00
EE,6925000,2018-09-01 00:00:00
LT,6888000,2018-09-01 00:00:00
IS,6614000,2018-09-01 00:00:00
PE,6477000,2018-09-01 00:00:00
MA,5967000,2018-09-01 00:00:00
QA,5775000,2018-09-01 00:00:00
KW,5117000,2018-09-01 00:00:00
AL,4992000,2018-09-01 00:00:00
PR,4851000,2018-09-01 00:00:00
BA,4712000,2018-09-01 00:00:00
LB,4588000,2018-09-01 00:00:00
LV,4469000,2018-09-01 00:00:00
MK,4410000,2018-09-01 00:00:00
MM,4376000,2018-09-01 00:00:00
GE,4178000,2018-09-01 00:00:00
VE,3790000,2018-09-01 00:00:00
IQ,3778000,2018-09-01 00:00:00
AZ,3720000,2018-09-01 00:00:00
JM,3686000,2018-09-01 00:00:00
TZ,3564000,2018-09-01 00:00:00
TT,3515000,2018-09-01 00:00:00
ET,3217000,2018-09-01 00:00:00
UG,3201000,2018-09-01 00:00:00
CY,3196000,2018-09-01 00:00:00
DZ,3111000,2018-09-01 00:00:00
CR,3024000,2018-09-01 00:00:00
OM,3019000,2018-09-01 00:00:00
MT,3009000,2018-09-01 00:00:00
JO,2996000,2018-09-01 00:00:00
BY,2940000,2018-09-01 00:00:00
KZ,2895000,2018-09-01 00:00:00
DO,2890000,2018-09-01 00:00:00
BH,2814000,2018-09-01 00:00:00
KH,2809000,2018-09-01 00:00:00
MU,2669000,2018-09-01 00:00:00
EC,2605000,2018-09-01 00:00:00
ZM,2574000,2018-09-01 00:00:00
ZW,2458000,2018-09-01 00:00:00
LU,2436000,2018-09-01 00:00:00
TR,2263000,2018-09-01 00:00:00
PA,2175000,2018-09-01 00:00:00
TN,2107000,2018-09-01 00:00:00
GT,1904000,2018-09-01 00:00:00
UY,1844000,2018-09-01 00:00:00
BN,1785000,2018-09-01 00:00:00
AM,1736000,2018-09-01 00:00:00
MD,1636000,2018-09-01 00:00:00
MN,1629000,2018-09-01 00:00:00
HN,1377000,2018-09-01 00:00:00
ME,1372000,2018-09-01 00:00:00
SD,1314000,2018-09-01 00:00:00
TM,1254000,2018-09-01 00:00:00
BO,1169000,2018-09-01 00:00:00
SV,1136000,2018-09-01 00:00:00
CM,1086000,2018-09-01 00:00:00
MV,1060000,2018-09-01 00:00:00
NA,1046000,2018-09-01 00:00:00
BS,1037000,2018-09-01 00:00:00
PS,1028000,2018-09-01 00:00:00
RW,997000,2018-09-01 00:00:00
BW,997000,2018-09-01 00:00:00
BB,980000,2018-09-01 00:00:00
SO,960000,2018-09-01 00:00:00
FJ,951000,2018-09-01 00:00:00
JE,937000,2018-09-01 00:00:00
GY,914000,2018-09-01 00:00:00
UZ,903000,2018-09-01 00:00:00
PY,885000,2018-09-01 00:00:00
IM,877000,2018-09-01 00:00:00
SY,819000,2018-09-01 00:00:00
LR,806000,2018-09-01 00:00:00
MO,783000,2018-09-01 00:00:00
GU,762000,2018-09-01 00:00:00
NI,642000,2018-09-01 00:00:00
PG,621000,2018-09-01 00:00:00
BT,602000,2018-09-01 00:00:00
MZ,590000,2018-09-01 00:00:00
CI,583000,2018-09-01 00:00:00
MW,579000,2018-09-01 00:00:00
CD,572000,2018-09-01 00:00:00
LY,558000,2018-09-01 00:00:00
AO,554000,2018-09-01 00:00:00
SN,544000,2018-09-01 00:00:00
KG,540000,2018-09-01 00:00:00
BZ,513000,2018-09-01 00:00:00
GG,495000,2018-09-01 00:00:00
SL,463000,2018-09-01 00:00:00
SR,460000,2018-09-01 00:00:00
LA,435000,2018-09-01 00:00:00
CW,432000,2018-09-01 00:00:00
SC,392000,2018-09-01 00:00:00
YE,384000,2018-09-01 00:00:00
HT,378000,2018-09-01 00:00:00
AG,359000,2018-09-01 00:00:00
BM,358000,2018-09-01 00:00:00
AW,350000,2018-09-01 00:00:00
LC,348000,2018-09-01 00:00:00
MG,347000,2018-09-01 00:00:00
KY,334000,2018-09-01 00:00:00
SZ,325000,2018-09-01 00:00:00
RE,323000,2018-09-01 00:00:00
LS,315000,2018-09-01 00:00:00
GI,310000,2018-09-01 00:00:00
FO,300000,2018-09-01 00:00:00
GD,277000,2018-09-01 00:00:00
DJ,269000,2018-09-01 00:00:00
CU,257000,2018-09-01 00:00:00
GP,228000,2018-09-01 00:00:00
TL,216000,2018-09-01 00:00:00
GM,214000,2018-09-01 00:00:00
BJ,214000,2018-09-01 00:00:00
TJ,211000,2018-09-01 00:00:00
VI,208000,2018-09-01 00:00:00
VC,187000,2018-09-01 00:00:00
GN,161000,2018-09-01 00:00:00
SX,156000,2018-09-01 00:00:00
BF,143000,2018-09-01 00:00:00
KN,143000,2018-09-01 00:00:00
MC,132000,2018-09-01 00:00:00
MQ,131000,2018-09-01 00:00:00
ML,130000,2018-09-01 00:00:00
TG,125000,2018-09-01 00:00:00
SS,122000,2018-09-01 00:00:00
AX,111000,2018-09-01 00:00:00
PF,106000,2018-09-01 00:00:00
TC,100000,2018-09-01 00:00:00
BI,98000,2018-09-01 00:00:00
SB,96000,2018-09-01 00:00:00
CV,93000,2018-09-01 00:00:00
NC,93000,2018-09-01 00:00:00
AD,89000,2018-09-01 00:00:00
GA,81000,2018-09-01 00:00:00
MR,80000,2018-09-01 00:00:00
GL,75000,2018-09-01 00:00:00
NE,72000,2018-09-01 00:00:00
MP,69000,2018-09-01 00:00:00
VU,67000,2018-09-01 00:00:00
WS,66000,2018-09-01 00:00:00
LI,66000,2018-09-01 00:00:00
DM,65000,2018-09-01 00:00:00
XK,61000,2018-09-01 00:00:00
GF,61000,2018-09-01 00:00:00
BQ,60000,2018-09-01 00:00:00
VG,48000,2018-09-01 00:00:00
FM,41000,2018-09-01 00:00:00
AS,39000,2018-09-01 00:00:00
CG,39000,2018-09-01 00:00:00
CK,37000,2018-09-01 00:00:00
TO,37000,2018-09-01 00:00:00
AI,36000,2018-09-01 00:00:00
PW,33000,2018-09-01 00:00:00
MH,30000,2018-09-01 00:00:00
KI,25000,2018-09-01 00:00:00
GQ,20000,2018-09-01 00:00:00
TD,20000,2018-09-01 00:00:00
YT,20000,2018-09-01 00:00:00
SH,18000,2018-09-01 00:00:00
MF,16000,2018-09-01 00:00:00
SM,15000,2018-09-01 00:00:00
GW,14000,2018-09-01 00:00:00
KM,12000,2018-09-01 00:00:00
ER,10000,2018-09-01 00:00:00
ST,9000,2018-09-01 00:00:00
VA,9000,2018-09-01 00:00:00
FK,9000,2018-09-01 00:00:00
MS,9000,2018-09-01 00:00:00
CF,9000,2018-09-01 00:00:00
IO,8000,2018-09-01 00:00:00
BL,8000,2018-09-01 00:00:00
PM,7000,2018-09-01 00:00:00
NF,4000,2018-09-01 00:00:00
NR,4000,2018-09-01 00:00:00
NU,4000,2018-09-01 00:00:00
CX,4000,2018-09-01 00:00:00
KP,3000,2018-09-01 00:00:00
WF,2000,2018-09-01 00:00:00
TV,2000,2018-09-01 00:00:00
CC,2000,2018-09-01 00:00:00
UM,1000,2018-09-01 00:00:00
TK,1000,2018-09-01 00:00:00
HM,1000,2018-09-01 00:00:00
SJ,1000,2018-09-01 00:00:00
AQ,1000,2018-09-01 00:00:00
EH,1000,2018-09-01 00:00:00
US,3059528000,2018-10-01 00:00:00
GB,755629000,2018-10-01 00:00:00
IN,667698000,2018-10-01 00:00:00
CA,343394000,2018-10-01 00:00:00
AU,222603000,2018-10-01 00:00:00
DE,190363000,2018-10-01 00:00:00
IR,186268000,2018-10-01 00:00:00
PK,164645000,2018-10-01 00:00:00
NL,133878000,2018-10-01 00:00:00
CN,127250000,2018-10-01 00:00:00
PH,100344000,2018-10-01 00:00:00
FR,83635000,2018-10-01 00:00:00
RU,68649000,2018-10-01 00:00:00
IE,68054000,2018-10-01 00:00:00
ID,66016000,2018-10-01 00:00:00
MY,58628000,2018-10-01 00:00:00
IT,56187000,2018-10-01 00:00:00
SE,54462000,2018-10-01 00:00:00
SG,54242000,2018-10-01 00:00:00
ES,48509000,2018-10-01 00:00:00
BR,43721000,2018-10-01 00:00:00
ZA,43039000,2018-10-01 00:00:00
JP,40554000,2018-10-01 00:00:00
PL,39159000,2018-10-01 00:00:00
NZ,37382000,2018-10-01 00:00:00
MX,34010000,2018-10-01 00:00:00
NG,33142000,2018-10-01 00:00:00
BG,31765000,2018-10-01 00:00:00
DK,31617000,2018-10-01 00:00:00
FI,30211000,2018-10-01 00:00:00
HK,28853000,2018-10-01 00:00:00
NO,28349000,2018-10-01 00:00:00
AE,27563000,2018-10-01 00:00:00
UA,27412000,2018-10-01 00:00:00
BE,26723000,2018-10-01 00:00:00
KR,26691000,2018-10-01 00:00:00
GR,26628000,2018-10-01 00:00:00
RO,25629000,2018-10-01 00:00:00
TH,25195000,2018-10-01 00:00:00
CH,24778000,2018-10-01 00:00:00
BD,23297000,2018-10-01 00:00:00
IL,23014000,2018-10-01 00:00:00
AR,21401000,2018-10-01 00:00:00
TW,20707000,2018-10-01 00:00:00
--,19514000,2018-10-01 00:00:00
VN,18732000,2018-10-01 00:00:00
CZ,18282000,2018-10-01 00:00:00
PT,17816000,2018-10-01 00:00:00
HU,17249000,2018-10-01 00:00:00
SA,17096000,2018-10-01 00:00:00
AT,16763000,2018-10-01 00:00:00
RS,16588000,2018-10-01 00:00:00
EG,15090000,2018-10-01 00:00:00
HR,14648000,2018-10-01 00:00:00
KE,13592000,2018-10-01 00:00:00
AF,12157000,2018-10-01 00:00:00
LK,11164000,2018-10-01 00:00:00
CO,9371000,2018-10-01 00:00:00
CL,8964000,2018-10-01 00:00:00
SK,8361000,2018-10-01 00:00:00
SI,8053000,2018-10-01 00:00:00
GH,7620000,2018-10-01 00:00:00
LT,7238000,2018-10-01 00:00:00
NP,7125000,2018-10-01 00:00:00
EE,6665000,2018-10-01 00:00:00
MA,6547000,2018-10-01 00:00:00
PE,6224000,2018-10-01 00:00:00
QA,5695000,2018-10-01 00:00:00
AL,5278000,2018-10-01 00:00:00
LB,5236000,2018-10-01 00:00:00
KW,5045000,2018-10-01 00:00:00
PR,5036000,2018-10-01 00:00:00
LV,4888000,2018-10-01 00:00:00
BA,4689000,2018-10-01 00:00:00
MK,4568000,2018-10-01 00:00:00
GE,4537000,2018-10-01 00:00:00
MM,4397000,2018-10-01 00:00:00
ET,4292000,2018-10-01 00:00:00
IQ,4136000,2018-10-01 00:00:00
JM,3994000,2018-10-01 00:00:00
TZ,3780000,2018-10-01 00:00:00
IS,3766000,2018-10-01 00:00:00
VE,3754000,2018-10-01 00:00:00
DZ,3705000,2018-10-01 00:00:00
UG,3568000,2018-10-01 00:00:00
JO,3505000,2018-10-01 00:00:00
TT,3411000,2018-10-01 00:00:00
OM,3342000,2018-10-01 00:00:00
AZ,3301000,2018-10-01 00:00:00
KZ,3244000,2018-10-01 00:00:00
MT,3219000,2018-10-01 00:00:00
CY,3186000,2018-10-01 00:00:00
BY,3169000,2018-10-01 00:00:00
CR,3159000,2018-10-01 00:00:00
TR,2988000,2018-10-01 00:00:00
EC,2941000,2018-10-01 00:00:00
DO,2929000,2018-10-01 00:00:00
BH,2910000,2018-10-01 00:00:00
KH,2840000,2018-10-01 00:00:00
ZM,2753000,2018-10-01 00:00:00
LU,2638000,2018-10-01 00:00:00
MU,2633000,2018-10-01 00:00:00
ZW,2508000,2018-10-01 00:00:00
PA,2301000,2018-10-01 00:00:00
TN,2246000,2018-10-01 00:00:00
PS,2100000,2018-10-01 00:00:00
AM,1950000,2018-10-01 00:00:00
UY,1830000,2018-10-01 00:00:00
BN,1789000,2018-10-01 00:00:00
MN,1740000,2018-10-01 00:00:00
GT,1696000,2018-10-01 00:00:00
MD,1590000,2018-10-01 00:00:00
TM,1549000,2018-10-01 00:00:00
HN,1467000,2018-10-01 00:00:00
SD,1448000,2018-10-01 00:00:00
ME,1316000,2018-10-01 00:00:00
CM,1311000,2018-10-01 00:00:00
SV,1179000,2018-10-01 00:00:00
MV,1150000,2018-10-01 00:00:00
BO,1142000,2018-10-01 00:00:00
UZ,1073000,2018-10-01 00:00:00
SO,1066000,2018-10-01 00:00:00
BS,1045000,2018-10-01 00:00:00
BW,1036000,2018-10-01 00:00:00
RW,1035000,2018-10-01 00:00:00
NA,1028000,2018-10-01 00:00:00
GY,1022000,2018-10-01 00:00:00
FJ,1010000,2018-10-01 00:00:00
BB,964000,2018-10-01 00:00:00
PY,927000,2018-10-01 00:00:00
JE,917000,2018-10-01 00:00:00
SY,889000,2018-10-01 00:00:00
IM,883000,2018-10-01 00:00:00
MO,871000,2018-10-01 00:00:00
LR,781000,2018-10-01 00:00:00
GU,749000,2018-10-01 00:00:00
KG,720000,2018-10-01 00:00:00
LY,701000,2018-10-01 00:00:00
PG,641000,2018-10-01 00:00:00
MW,629000,2018-10-01 00:00:00
NI,617000,2018-10-01 00:00:00
CI,605000,2018-10-01 00:00:00
CD,600000,2018-10-01 00:00:00
BT,591000,2018-10-01 00:00:00
BZ,576000,2018-10-01 00:00:00
MZ,575000,2018-10-01 00:00:00
AO,574000,2018-10-01 00:00:00
LA,505000,2018-10-01 00:00:00
GG,503000,2018-10-01 00:00:00
SR,490000,2018-10-01 00:00:00
SN,464000,2018-10-01 00:00:00
BM,455000,2018-10-01 00:00:00
SL,447000,2018-10-01 00:00:00
YE,444000,2018-10-01 00:00:00
HT,403000,2018-10-01 00:00:00
MG,389000,2018-10-01 00:00:00
AW,377000,2018-10-01 00:00:00
SC,372000,2018-10-01 00:00:00
LC,366000,2018-10-01 00:00:00
CW,349000,2018-10-01 00:00:00
LS,348000,2018-10-01 00:00:00
KY,342000,2018-10-01 00:00:00
AG,330000,2018-10-01 00:00:00
SZ,329000,2018-10-01 00:00:00
GD,305000,2018-10-01 00:00:00
GI,302000,2018-10-01 00:00:00
CU,297000,2018-10-01 00:00:00
RE,295000,2018-10-01 00:00:00
FO,289000,2018-10-01 00:00:00
BJ,283000,2018-10-01 00:00:00
DJ,282000,2018-10-01 00:00:00
GM,254000,2018-10-01 00:00:00
TJ,245000,2018-10-01 00:00:00
VI,196000,2018-10-01 00:00:00
VC,189000,2018-10-01 00:00:00
GP,172000,2018-10-01 00:00:00
GN,164000,2018-10-01 00:00:00
SX,158000,2018-10-01 00:00:00
TG,155000,2018-10-01 00:00:00
BF,153000,2018-10-01 00:00:00
KN,138000,2018-10-01 00:00:00
MQ,136000,2018-10-01 00:00:00
MC,135000,2018-10-01 00:00:00
ML,135000,2018-10-01 00:00:00
BI,124000,2018-10-01 00:00:00
SS,123000,2018-10-01 00:00:00
DM,119000,2018-10-01 00:00:00
AX,111000,2018-10-01 00:00:00
PF,107000,2018-10-01 00:00:00
TC,107000,2018-10-01 00:00:00
XK,106000,2018-10-01 00:00:00
CV,105000,2018-10-01 00:00:00
SB,105000,2018-10-01 00:00:00
GA,93000,2018-10-01 00:00:00
MP,89000,2018-10-01 00:00:00
NC,87000,2018-10-01 00:00:00
GL,86000,2018-10-01 00:00:00
WS,85000,2018-10-01 00:00:00
TL,83000,2018-10-01 00:00:00
AD,83000,2018-10-01 00:00:00
NE,80000,2018-10-01 00:00:00
MR,79000,2018-10-01 00:00:00
LI,65000,2018-10-01 00:00:00
BQ,65000,2018-10-01 00:00:00
VU,63000,2018-10-01 00:00:00
VG,60000,2018-10-01 00:00:00
GF,51000,2018-10-01 00:00:00
AS,49000,2018-10-01 00:00:00
AI,44000,2018-10-01 00:00:00
FM,42000,2018-10-01 00:00:00
CG,38000,2018-10-01 00:00:00
CK,38000,2018-10-01 00:00:00
TO,37000,2018-10-01 00:00:00
MH,33000,2018-10-01 00:00:00
PW,32000,2018-10-01 00:00:00
KI,26000,2018-10-01 00:00:00
GQ,22000,2018-10-01 00:00:00
ER,21000,2018-10-01 00:00:00
YT,20000,2018-10-01 00:00:00
TD,18000,2018-10-01 00:00:00
MF,18000,2018-10-01 00:00:00
SM,16000,2018-10-01 00:00:00
